Keyword,Weight_A,Weight_B,Topic_ID,Label
resources,0.6455864702963766,0.0,4,"Speech, Fluency & Pronunciation"
awareness,0.6584707907674515,0.0,4,"Speech, Fluency & Pronunciation"
effects,0.6642847520430947,0.0,4,"Speech, Fluency & Pronunciation"
stance,0.6713115779916929,0.0,4,"Speech, Fluency & Pronunciation"
office,0.6786529926413652,0.0,4,"Speech, Fluency & Pronunciation"
effect,0.6871705692348481,0.0,4,"Speech, Fluency & Pronunciation"
caf,0.6961099713318735,0.0,4,"Speech, Fluency & Pronunciation"
use,0.7089721695337515,0.0,4,"Speech, Fluency & Pronunciation"
tasks,0.740579378601839,0.9741537676837263,4,"Speech, Fluency & Pronunciation"
learners,0.7626931988872894,0.0,4,"Speech, Fluency & Pronunciation"
production,0.7779067315540854,0.0,4,"Speech, Fluency & Pronunciation"
different,0.8131906624204549,0.5584957999960442,4,"Speech, Fluency & Pronunciation"
studies,0.8246711325838695,0.7606404254045059,4,"Speech, Fluency & Pronunciation"
linguistic,0.8350468406320095,1.1558713550829873,4,"Speech, Fluency & Pronunciation"
processes,0.9031889925406198,1.3345894386681567,4,"Speech, Fluency & Pronunciation"
attentional,0.906263886357971,0.0,4,"Speech, Fluency & Pronunciation"
argumentative,0.9577683768779411,0.9867881751134114,4,"Speech, Fluency & Pronunciation"
writers,0.9704215762403481,0.9962960213543113,4,"Speech, Fluency & Pronunciation"
ptp,1.0011958036106714,0.0,4,"Speech, Fluency & Pronunciation"
l2,1.3364227154479538,1.3043778321750923,4,"Speech, Fluency & Pronunciation"
genre,1.3610607852613272,0.9182403769728332,4,"Speech, Fluency & Pronunciation"
complexity,1.4776793599332516,2.8308030138787244,4,"Speech, Fluency & Pronunciation"
task,1.523042912844847,3.1763965508488687,4,"Speech, Fluency & Pronunciation"
planning,1.646268659086015,0.0,4,"Speech, Fluency & Pronunciation"
olp,1.6895096822671691,0.0,4,"Speech, Fluency & Pronunciation"
writing,2.8315057058514377,3.939124081745664,4,"Speech, Fluency & Pronunciation"
purposes,0.0,0.5457293895201649,4,"Speech, Fluency & Pronunciation"
directing,0.0,0.5557510547186048,4,"Speech, Fluency & Pronunciation"
role,0.0,0.563916402999174,4,"Speech, Fluency & Pronunciation"
ssarc,0.0,0.575862722786815,4,"Speech, Fluency & Pronunciation"
purpose,0.0,0.5984663445738049,4,"Speech, Fluency & Pronunciation"
lexico,0.0,0.5995608751285487,4,"Speech, Fluency & Pronunciation"
enjoyment,0.0,0.6123868105156055,4,"Speech, Fluency & Pronunciation"
writer,0.0,0.6275886025812233,4,"Speech, Fluency & Pronunciation"
robinson,0.0,0.6293863775686412,4,"Speech, Fluency & Pronunciation"
approach,0.0,0.6391826750871735,4,"Speech, Fluency & Pronunciation"
information,0.0,0.6462391892732557,4,"Speech, Fluency & Pronunciation"
research,0.0,0.6628089242488034,4,"Speech, Fluency & Pronunciation"
accuracy,0.0,0.6661460749240021,4,"Speech, Fluency & Pronunciation"
resource,0.0,0.6776220186004003,4,"Speech, Fluency & Pronunciation"
differences,0.0,0.7740247589808553,4,"Speech, Fluency & Pronunciation"
rf,0.0,0.8037484217083286,4,"Speech, Fluency & Pronunciation"
study,0.0,0.8102467685526187,4,"Speech, Fluency & Pronunciation"
features,0.0,0.8683937595532749,4,"Speech, Fluency & Pronunciation"
grammatical,0.0,1.010878239026874,4,"Speech, Fluency & Pronunciation"
wm,0.0,1.0118848365702786,4,"Speech, Fluency & Pronunciation"
anxiety,0.0,1.022621113994002,4,"Speech, Fluency & Pronunciation"
metadiscourse,0.0,1.038897846049207,4,"Speech, Fluency & Pronunciation"
communicative,0.0,1.0754035667562718,4,"Speech, Fluency & Pronunciation"
complex,0.0,1.0986435782227295,4,"Speech, Fluency & Pronunciation"
text,0.0,1.157304953881907,4,"Speech, Fluency & Pronunciation"
abstracts,0.0,1.2229573184015865,4,"Speech, Fluency & Pronunciation"
simple,0.0,1.4629852041015639,4,"Speech, Fluency & Pronunciation"
sequencing,0.0,1.768439740834647,4,"Speech, Fluency & Pronunciation"
texts,0.0,1.8506856023736427,4,"Speech, Fluency & Pronunciation"
linguistic,0.7281854963775976,0.0,5,Cognitive Processing & Priming
dyslexic,0.7396406517594989,0.0,5,Cognitive Processing & Priming
experience,0.7436586867931388,0.0,5,Cognitive Processing & Priming
participants,0.7449380293573029,0.0,5,Cognitive Processing & Priming
transfer,0.7817680294758117,0.0,5,Cognitive Processing & Priming
literacy,0.8088364715560238,0.0,5,Cognitive Processing & Priming
abilities,0.83291170390196,0.0,5,Cognitive Processing & Priming
observed,0.845312724544304,0.0,5,Cognitive Processing & Priming
creative,0.8545794032499291,0.0,5,Cognitive Processing & Priming
skills,0.9107974672763628,0.6685156388807663,5,Cognitive Processing & Priming
translations,0.9148140832160102,0.0,5,Cognitive Processing & Priming
learners,0.9335506991565138,0.4679054980093185,5,Cognitive Processing & Priming
somali,0.9520798426058537,0.0,5,Cognitive Processing & Priming
bilingual,0.9544813151639825,0.0,5,Cognitive Processing & Priming
test,0.9568973255337377,0.0,5,Cognitive Processing & Priming
multilingual,0.9708949701153271,0.0,5,Cognitive Processing & Priming
ambiguous,0.9777959565084652,0.0,5,Cognitive Processing & Priming
working,1.0010131291146147,0.0,5,Cognitive Processing & Priming
speakers,1.005298214773287,0.0,5,Cognitive Processing & Priming
knowledge,1.0330999239743426,0.0,5,Cognitive Processing & Priming
ambiguity,1.0351907905889561,0.0,5,Cognitive Processing & Priming
novel,1.0988012538308818,0.0,5,Cognitive Processing & Priming
children,1.1545869977879961,0.4275028687721037,5,Cognitive Processing & Priming
study,1.1555137768869403,0.6462860397776683,5,Cognitive Processing & Priming
orthographic,1.165122278447415,0.0,5,Cognitive Processing & Priming
dominant,1.1691219729974935,0.0,5,Cognitive Processing & Priming
learned,1.185359942151253,0.0,5,Cognitive Processing & Priming
comprehension,1.1965578895568938,1.0676598195691642,5,Cognitive Processing & Priming
advantage,1.263536326523644,0.0,5,Cognitive Processing & Priming
spanish,1.3075355920069178,0.8377003461963564,5,Cognitive Processing & Priming
arabic,1.3515760639079006,0.0,5,Cognitive Processing & Priming
hebrew,1.4298381511913634,0.0,5,Cognitive Processing & Priming
memory,1.4497147458232478,0.0,5,Cognitive Processing & Priming
vocabulary,1.467829663550036,0.0,5,Cognitive Processing & Priming
word,1.5494499771155128,0.0,5,Cognitive Processing & Priming
bilinguals,1.645530377951654,0.0,5,Cognitive Processing & Priming
mti,1.662533923008515,0.0,5,Cognitive Processing & Priming
phonological,1.6668737183873552,0.0,5,Cognitive Processing & Priming
listening,1.717063723217961,0.0,5,Cognitive Processing & Priming
words,1.7234614542441797,0.0,5,Cognitive Processing & Priming
foreign,1.7257279413851052,0.659994918375168,5,Cognitive Processing & Priming
languages,1.747337971323437,0.3976157772534152,5,Cognitive Processing & Priming
proficiency,1.8379677780388652,1.0421304737710138,5,Cognitive Processing & Priming
translation,2.112425488899101,0.0,5,Cognitive Processing & Priming
learning,2.206688537246344,0.0,5,Cognitive Processing & Priming
english,2.2182252987149953,0.6705362774899258,5,Cognitive Processing & Priming
l2,2.388654755655855,0.0,5,Cognitive Processing & Priming
language,2.5008175631641345,1.3805536390675563,5,Cognitive Processing & Priming
reading,2.601400696625414,1.9980310758564588,5,Cognitive Processing & Priming
l1,3.186022776154954,0.43675249040785796,5,Cognitive Processing & Priming
years,0.0,0.3304810572346854,5,Cognitive Processing & Priming
studies,0.0,0.3398306084302602,5,Cognitive Processing & Priming
exposure,0.0,0.3413398439251655,5,Cognitive Processing & Priming
relationship,0.0,0.34233811577046597,5,Cognitive Processing & Priming
research,0.0,0.3476522271424055,5,Cognitive Processing & Priming
levels,0.0,0.34893570883184166,5,Cognitive Processing & Priming
higher,0.0,0.3738117599351794,5,Cognitive Processing & Priming
level,0.0,0.3743536524597157,5,Cognitive Processing & Priming
educational,0.0,0.37465053059770753,5,Cognitive Processing & Priming
year,0.0,0.38533720109362557,5,Cognitive Processing & Priming
results,0.0,0.3858734144534091,5,Cognitive Processing & Priming
correlation,0.0,0.3920280933767569,5,Cognitive Processing & Priming
contexts,0.0,0.396385907527749,5,Cognitive Processing & Priming
extramural,0.0,0.397212089536495,5,Cognitive Processing & Priming
significantly,0.0,0.405149663615323,5,Cognitive Processing & Priming
non,0.0,0.4060071141976315,5,Cognitive Processing & Priming
al,0.0,0.4281781859817657,5,Cognitive Processing & Priming
primary,0.0,0.42986558783567613,5,Cognitive Processing & Priming
er,0.0,0.4327862642867026,5,Cognitive Processing & Priming
abroad,0.0,0.433391712030667,5,Cognitive Processing & Priming
et,0.0,0.4350085223677146,5,Cognitive Processing & Priming
school,0.0,0.4352619768316445,5,Cognitive Processing & Priming
beginner,0.0,0.4371267567874993,5,Cognitive Processing & Priming
significant,0.0,0.44760905986864186,5,Cognitive Processing & Priming
compared,0.0,0.454006906866803,5,Cognitive Processing & Priming
postsecondary,0.0,0.5257714121067913,5,Cognitive Processing & Priming
asl,0.0,0.5394818671153363,5,Cognitive Processing & Priming
education,0.0,0.5812754206240304,5,Cognitive Processing & Priming
intercultural,0.0,0.6262141268229502,5,Cognitive Processing & Priming
scores,0.0,0.6977329084283967,5,Cognitive Processing & Priming
basque,0.0,0.7750870336674639,5,Cognitive Processing & Priming
programs,0.0,0.8307230578922865,5,Cognitive Processing & Priming
immersion,0.0,0.9045812078976324,5,Cognitive Processing & Priming
ses,0.0,0.9568363481855093,5,Cognitive Processing & Priming
students,0.0,1.1673301181458688,5,Cognitive Processing & Priming
nvi,0.0,1.2818298072901262,5,Cognitive Processing & Priming
clil,0.0,2.2170712301685627,5,Cognitive Processing & Priming
emergentist,0.4363570644158067,0.0,6,Feedback & Self-Regulation
endpoint,0.43686685777969325,0.0,6,Feedback & Self-Regulation
sequential,0.4391781430750282,0.0,6,Feedback & Self-Regulation
metaphor,0.44053745873673084,0.0,6,Feedback & Self-Regulation
high,0.44577242603386247,0.0,6,Feedback & Self-Regulation
domain,0.4540380312901251,0.0,6,Feedback & Self-Regulation
conceptual,0.4574272251297228,0.0,6,Feedback & Self-Regulation
sequence,0.46717352004959317,0.0,6,Feedback & Self-Regulation
alternation,0.47152760919749226,0.0,6,Feedback & Self-Regulation
oriented,0.48450700714919037,0.0,6,Feedback & Self-Regulation
sequences,0.48658671921643165,0.0,6,Feedback & Self-Regulation
question,0.4917625998365224,0.0,6,Feedback & Self-Regulation
form,0.4923515700106105,0.0,6,Feedback & Self-Regulation
implicit,0.49488030402571526,0.0,6,Feedback & Self-Regulation
biases,0.4966840903090551,0.0,6,Feedback & Self-Regulation
activities,0.49674476255256766,0.0,6,Feedback & Self-Regulation
structures,0.500728974174853,0.6920775734129611,6,Feedback & Self-Regulation
verbs,0.513507824125215,1.1330695559958148,6,Feedback & Self-Regulation
ftf,0.5250950329138809,0.0,6,Feedback & Self-Regulation
learning,0.528555593379599,0.5631066847154031,6,Feedback & Self-Regulation
developmentally,0.5347685581719419,0.0,6,Feedback & Self-Regulation
advanced,0.5464258436543133,0.0,6,Feedback & Self-Regulation
english,0.5677375599760112,0.5696763012495331,6,Feedback & Self-Regulation
dependencies,0.5700340125793956,0.0,6,Feedback & Self-Regulation
speakers,0.5722350602575499,1.3844707801521294,6,Feedback & Self-Regulation
scmc,0.580630370928459,0.0,6,Feedback & Self-Regulation
language,0.5832314135489854,0.6669037620726461,6,Feedback & Self-Regulation
linguistic,0.5909166878077453,0.0,6,Feedback & Self-Regulation
phases,0.6159227581827372,0.0,6,Feedback & Self-Regulation
task,0.619098315730068,0.0,6,Feedback & Self-Regulation
structural,0.6315332429548234,0.798050944610313,6,Feedback & Self-Regulation
low,0.6473064859690563,0.0,6,Feedback & Self-Regulation
processing,0.6709770552119977,2.7677949421285066,6,Feedback & Self-Regulation
representations,0.6879233457853391,0.0,6,Feedback & Self-Regulation
conventional,0.7042370258110214,0.0,6,Feedback & Self-Regulation
chinese,0.7118613923725915,0.0,6,Feedback & Self-Regulation
state,0.7229243409361124,0.0,6,Feedback & Self-Regulation
l2,0.7365666725617269,1.6970447236723925,6,Feedback & Self-Regulation
categorization,0.7988549358405517,0.0,6,Feedback & Self-Regulation
change,0.8574781909311314,0.0,6,Feedback & Self-Regulation
event,0.9026438428714795,0.0,6,Feedback & Self-Regulation
syntactic,0.9197024622149661,0.6036105014029147,6,Feedback & Self-Regulation
events,0.9406344467546057,0.0,6,Feedback & Self-Regulation
metaphors,1.0946215398027748,0.0,6,Feedback & Self-Regulation
priming,1.1296930006213748,1.7104835605349116,6,Feedback & Self-Regulation
srt,1.1303405442624095,0.0,6,Feedback & Self-Regulation
clause,1.241249343625517,0.6000991607532868,6,Feedback & Self-Regulation
relative,1.2912714889710926,1.3930029043194956,6,Feedback & Self-Regulation
attachment,1.4695849031752468,0.0,6,Feedback & Self-Regulation
alignment,1.8192005438284682,0.0,6,Feedback & Self-Regulation
nss,0.0,0.5224058499613576,6,Feedback & Self-Regulation
formulaic,0.0,0.5250422103048992,6,Feedback & Self-Regulation
example,0.0,0.5281140965838285,6,Feedback & Self-Regulation
statistical,0.0,0.5345008512380716,6,Feedback & Self-Regulation
placement,0.0,0.551366621982247,6,Feedback & Self-Regulation
cues,0.0,0.5632596763348826,6,Feedback & Self-Regulation
advantage,0.0,0.5637854423556744,6,Feedback & Self-Regulation
fss,0.0,0.6008231524660774,6,Feedback & Self-Regulation
meanings,0.0,0.6179711943875715,6,Feedback & Self-Regulation
literal,0.0,0.639750155447967,6,Feedback & Self-Regulation
faster,0.0,0.6700849683371377,6,Feedback & Self-Regulation
information,0.0,0.703829893993034,6,Feedback & Self-Regulation
acquisition,0.0,0.7089091676429292,6,Feedback & Self-Regulation
lexical,0.0,0.7340356499276388,6,Feedback & Self-Regulation
nnss,0.0,0.7401732949101483,6,Feedback & Self-Regulation
word,0.0,0.7645487001868908,6,Feedback & Self-Regulation
sensitivity,0.0,0.7882644795433643,6,Feedback & Self-Regulation
congruent,0.0,0.7952841062442698,6,Feedback & Self-Regulation
wh,0.0,0.8325447784250094,6,Feedback & Self-Regulation
grammatical,0.0,0.8491486144031737,6,Feedback & Self-Regulation
constructional,0.0,0.8759358502427351,6,Feedback & Self-Regulation
figurative,0.0,0.9041219183258419,6,Feedback & Self-Regulation
object,0.0,0.9136011784722669,6,Feedback & Self-Regulation
distributional,0.0,0.9731406068246238,6,Feedback & Self-Regulation
sentence,0.0,1.0039015085163594,6,Feedback & Self-Regulation
cue,0.0,1.054534936816441,6,Feedback & Self-Regulation
learners,0.0,1.0807101582197112,6,Feedback & Self-Regulation
construction,0.0,1.2328178708225932,6,Feedback & Self-Regulation
frequency,0.0,1.309289879792354,6,Feedback & Self-Regulation
preposition,0.0,1.4612902518831807,6,Feedback & Self-Regulation
clauses,0.0,1.4992820922623695,6,Feedback & Self-Regulation
piping,0.0,1.5333453946792148,6,Feedback & Self-Regulation
pied,0.0,1.5333453946792148,6,Feedback & Self-Regulation
l1,0.0,1.6292373722021434,6,Feedback & Self-Regulation
stranding,0.0,1.8004117521870735,6,Feedback & Self-Regulation
verb,0.0,1.9676193055956377,6,Feedback & Self-Regulation
collocations,0.0,2.3504084602440427,6,Feedback & Self-Regulation
provide,0.0,0.38831977776786497,7,AI & Writing Practices
concerns,0.0,0.3910353698805063,7,AI & Writing Practices
generation,0.0,0.3936185590874465,7,AI & Writing Practices
level,0.0,0.4031072973739686,7,AI & Writing Practices
chat,0.0,0.40564821254848343,7,AI & Writing Practices
content,0.0,0.4072865729584988,7,AI & Writing Practices
language,0.0,0.4100279128072306,7,AI & Writing Practices
practices,0.0,0.4124910513919671,7,AI & Writing Practices
disciplinary,0.0,0.41422513768179564,7,AI & Writing Practices
studies,0.0,0.4241688085336331,7,AI & Writing Practices
application,0.0,0.4384575502843767,7,AI & Writing Practices
various,0.0,0.4411331753302459,7,AI & Writing Practices
instruction,0.0,0.44335700598909367,7,AI & Writing Practices
purposes,0.0,0.4463549334712591,7,AI & Writing Practices
gai,0.0,0.44668667778536875,7,AI & Writing Practices
offer,0.0,0.44891016003524825,7,AI & Writing Practices
using,0.0,0.45070588573286846,7,AI & Writing Practices
assisted,0.0,0.4625484755330716,7,AI & Writing Practices
framework,0.0,0.4659893624895085,7,AI & Writing Practices
quality,0.0,0.4664960500846602,7,AI & Writing Practices
abstracts,0.0,0.5357031393345842,7,AI & Writing Practices
provision,0.0,0.5460662329614174,7,AI & Writing Practices
learners,0.0,0.6111367790749915,7,AI & Writing Practices
learning,0.0,0.6386495715538395,7,AI & Writing Practices
al,0.0,0.659847781735753,7,AI & Writing Practices
awe,0.0,0.6709888855710947,7,AI & Writing Practices
et,0.0,0.6884938062346307,7,AI & Writing Practices
research,0.0,0.7022719966421641,7,AI & Writing Practices
student,0.0,0.7090014101550581,7,AI & Writing Practices
study,0.0,0.7490354611064005,7,AI & Writing Practices
process,0.0,0.7584462571614364,7,AI & Writing Practices
use,0.0,0.8235801966425409,7,AI & Writing Practices
writers,0.0,0.8908998737120074,7,AI & Writing Practices
literacy,0.0,0.9246842512858906,7,AI & Writing Practices
engagement,0.0,0.9294111159113247,7,AI & Writing Practices
academic,0.0,0.987436485624166,7,AI & Writing Practices
guided,0.0,1.0156576397207915,7,AI & Writing Practices
l2,0.0,1.0789312295340565,7,AI & Writing Practices
generated,0.0,1.1529523152085461,7,AI & Writing Practices
chatbots,0.0,1.176842688509394,7,AI & Writing Practices
teachers,0.0,1.2418270585072082,7,AI & Writing Practices
generative,0.0,1.2634172119210907,7,AI & Writing Practices
human,0.0,1.3289492859512173,7,AI & Writing Practices
students,0.0,1.3598908413891335,7,AI & Writing Practices
tools,0.0,1.4389523819280843,7,AI & Writing Practices
genai,0.0,1.9010206373842615,7,AI & Writing Practices
feedback,0.0,2.670161354136698,7,AI & Writing Practices
chatgpt,0.0,3.3156813990885396,7,AI & Writing Practices
writing,0.0,4.086145908983416,7,AI & Writing Practices
ai,0.0,5.555533450745577,7,AI & Writing Practices
better,0.3958748864373894,0.0,8,Collaborative Writing & Interaction
text,0.39879915013437617,0.0,8,Collaborative Writing & Interaction
contrasts,0.4077133980175413,0.0,8,Collaborative Writing & Interaction
perceiving,0.4156798748041696,0.0,8,Collaborative Writing & Interaction
l1,0.41841945915853634,0.5963871696947561,8,Collaborative Writing & Interaction
acquisition,0.4304891230006025,0.0,8,Collaborative Writing & Interaction
phoneme,0.4324831093806983,0.7016709144892972,8,Collaborative Writing & Interaction
presentation,0.4430714078054813,0.0,8,Collaborative Writing & Interaction
spoken,0.4686115003841871,0.0,8,Collaborative Writing & Interaction
consonants,0.4709391705834578,0.0,8,Collaborative Writing & Interaction
short,0.470955716368429,0.0,8,Collaborative Writing & Interaction
arabic,0.47614816899643725,0.0,8,Collaborative Writing & Interaction
segment,0.47715482991697244,0.0,8,Collaborative Writing & Interaction
intelligibility,0.47846672361234477,0.5712741834246333,8,Collaborative Writing & Interaction
voiceless,0.48029515367145353,0.0,8,Collaborative Writing & Interaction
word,0.49961466367444873,0.6121909332269784,8,Collaborative Writing & Interaction
stops,0.5028769132574795,0.0,8,Collaborative Writing & Interaction
elf,0.506279880640804,0.0,8,Collaborative Writing & Interaction
vowel,0.509305028043729,0.0,8,Collaborative Writing & Interaction
segmental,0.5269835261662492,0.2874600286562678,8,Collaborative Writing & Interaction
production,0.5342786960175924,0.0,8,Collaborative Writing & Interaction
new,0.5363187923675237,0.37577168044816334,8,Collaborative Writing & Interaction
contrast,0.5376636025206574,0.0,8,Collaborative Writing & Interaction
showed,0.5393331133681888,0.0,8,Collaborative Writing & Interaction
words,0.5436632664180632,0.8758824868870859,8,Collaborative Writing & Interaction
melody,0.5546668406888703,0.0,8,Collaborative Writing & Interaction
rhythmic,0.5708263346341862,0.0,8,Collaborative Writing & Interaction
lyrics,0.5818792023187804,0.0,8,Collaborative Writing & Interaction
song,0.6256545438392137,0.0,8,Collaborative Writing & Interaction
segments,0.6304967065163907,0.0,8,Collaborative Writing & Interaction
recall,0.6591940369315804,0.0,8,Collaborative Writing & Interaction
features,0.6631091730766272,0.0,8,Collaborative Writing & Interaction
sung,0.6925256516556046,0.0,8,Collaborative Writing & Interaction
feature,0.6931046037172596,0.0,8,Collaborative Writing & Interaction
instruction,0.7059476391731654,0.0,8,Collaborative Writing & Interaction
learners,0.7107508068827944,0.7130617559847621,8,Collaborative Writing & Interaction
english,0.7474611618759618,0.7592589919618855,8,Collaborative Writing & Interaction
vowels,0.7680342052355292,0.0,8,Collaborative Writing & Interaction
singing,0.8101789142444237,0.0,8,Collaborative Writing & Interaction
perception,0.832286080482297,0.0,8,Collaborative Writing & Interaction
musical,0.85040197821458,0.0,8,Collaborative Writing & Interaction
featural,0.9013964319536864,0.0,8,Collaborative Writing & Interaction
phonemes,0.9132824875041983,0.2757150637260162,8,Collaborative Writing & Interaction
sounds,0.9779139982093056,0.0,8,Collaborative Writing & Interaction
phonetic,0.9847921509268553,0.0,8,Collaborative Writing & Interaction
songs,0.992812319942173,0.0,8,Collaborative Writing & Interaction
speech,1.0109844461767035,0.33873090639175496,8,Collaborative Writing & Interaction
training,1.295805974740252,0.45761944513271724,8,Collaborative Writing & Interaction
l2,1.3650462954303642,0.3851177136575015,8,Collaborative Writing & Interaction
pronunciation,2.6251379503626087,1.3920097126147177,8,Collaborative Writing & Interaction
like,0.0,0.27039596105723623,8,Collaborative Writing & Interaction
suggest,0.0,0.2715119838364489,8,Collaborative Writing & Interaction
sound,0.0,0.2715254064746655,8,Collaborative Writing & Interaction
phonemic,0.0,0.2722003049511138,8,Collaborative Writing & Interaction
generated,0.0,0.2731958855214831,8,Collaborative Writing & Interaction
colors,0.0,0.2748435564659007,8,Collaborative Writing & Interaction
mappings,0.0,0.2768046039481653,8,Collaborative Writing & Interaction
case,0.0,0.28084607523742533,8,Collaborative Writing & Interaction
effect,0.0,0.28143827755976314,8,Collaborative Writing & Interaction
using,0.0,0.28209775971621975,8,Collaborative Writing & Interaction
al,0.0,0.28332013822338514,8,Collaborative Writing & Interaction
et,0.0,0.2878396861880768,8,Collaborative Writing & Interaction
written,0.0,0.2902665031514773,8,Collaborative Writing & Interaction
opaque,0.0,0.3027278328185688,8,Collaborative Writing & Interaction
exposed,0.0,0.3146388537011492,8,Collaborative Writing & Interaction
transparent,0.0,0.3357779478086733,8,Collaborative Writing & Interaction
french,0.0,0.33993416314944364,8,Collaborative Writing & Interaction
errors,0.0,0.3441654951270915,8,Collaborative Writing & Interaction
graphemes,0.0,0.3581889486767476,8,Collaborative Writing & Interaction
orthographies,0.0,0.36207305821945707,8,Collaborative Writing & Interaction
studies,0.0,0.3828224161546956,8,Collaborative Writing & Interaction
form,0.0,0.391230722736629,8,Collaborative Writing & Interaction
comprehensibility,0.0,0.4012537401386382,8,Collaborative Writing & Interaction
explicit,0.0,0.4177926857969091,8,Collaborative Writing & Interaction
learn,0.0,0.4230926653515744,8,Collaborative Writing & Interaction
visualization,0.0,0.4661346093647987,8,Collaborative Writing & Interaction
exposure,0.0,0.4983277179778669,8,Collaborative Writing & Interaction
learned,0.0,0.5274047420029458,8,Collaborative Writing & Interaction
inconsistent,0.0,0.5704084933548496,8,Collaborative Writing & Interaction
grapheme,0.0,0.638563599009177,8,Collaborative Writing & Interaction
learning,0.0,0.6876707747798799,8,Collaborative Writing & Interaction
orthographic,0.0,0.6932101905534307,8,Collaborative Writing & Interaction
asr,0.0,1.0902286524410874,8,Collaborative Writing & Interaction
color,0.0,1.199574860101419,8,Collaborative Writing & Interaction
feedback,0.0,1.2049356787150287,8,Collaborative Writing & Interaction
orthography,0.0,1.8546476021199205,8,Collaborative Writing & Interaction
opportunities,0.28866574346220664,0.0,9,Memory Systems in Learning
contribution,0.28870140976065417,0.0,9,Memory Systems in Learning
environment,0.2903708286963837,0.0,9,Memory Systems in Learning
actions,0.2975948620102077,0.0,9,Memory Systems in Learning
new,0.29988041789183134,0.0,9,Memory Systems in Learning
behavior,0.3023278532088883,0.0,9,Memory Systems in Learning
quality,0.311495204558325,0.0,9,Memory Systems in Learning
l2,0.31403980783261715,0.0,9,Memory Systems in Learning
type,0.3199648942895635,0.0,9,Memory Systems in Learning
dynamic,0.3248500382989732,0.0,9,Memory Systems in Learning
novice,0.3382512464347604,0.0,9,Memory Systems in Learning
texts,0.3618593368568025,0.0,9,Memory Systems in Learning
model,0.3729752490368487,0.0,9,Memory Systems in Learning
dynamics,0.3737195921531896,0.0,9,Memory Systems in Learning
interact,0.38197180588859564,0.0,9,Memory Systems in Learning
cooperative,0.4073641381608316,0.0,9,Memory Systems in Learning
systems,0.41043903971670676,0.0,9,Memory Systems in Learning
collaborative,0.416885786521243,1.6868356848542083,9,Memory Systems in Learning
tasks,0.42500638387164685,0.0,9,Memory Systems in Learning
writing,0.4320102877504853,2.9372186388289796,9,Memory Systems in Learning
process,0.4332950797787724,0.0,9,Memory Systems in Learning
equality,0.44942956828596375,0.0,9,Memory Systems in Learning
peer,0.4604841627216417,0.0,9,Memory Systems in Learning
mutuality,0.4621147008505395,0.0,9,Memory Systems in Learning
settings,0.46845792407032955,0.0,9,Memory Systems in Learning
interactions,0.47229158074686917,0.0,9,Memory Systems in Learning
nature,0.4796040490607441,0.0,9,Memory Systems in Learning
emotional,0.49241920151842794,0.0,9,Memory Systems in Learning
learners,0.5063968540468556,0.0,9,Memory Systems in Learning
different,0.5148486586126486,0.4301451913041588,9,Memory Systems in Learning
members,0.5635566168284816,0.0,9,Memory Systems in Learning
beliefs,0.5638971271668635,0.0,9,Memory Systems in Learning
cognitive,0.609238124219082,0.0,9,Memory Systems in Learning
interaction,0.6378919550467864,0.6444321255628651,9,Memory Systems in Learning
pair,0.6505800271184333,0.0,9,Memory Systems in Learning
socio,0.6867265568340711,0.0,9,Memory Systems in Learning
dominant,0.7063162042584568,0.0,9,Memory Systems in Learning
complex,0.7332140562062053,0.0,9,Memory Systems in Learning
face,0.8114065709899299,0.49141043479986557,9,Memory Systems in Learning
ct,0.8282417070830576,0.0,9,Memory Systems in Learning
task,0.8409102407561124,0.0,9,Memory Systems in Learning
attractor,0.8425734864381109,0.0,9,Memory Systems in Learning
types,0.8831050464577279,0.0,9,Memory Systems in Learning
storch,0.9368554836808324,0.0,9,Memory Systems in Learning
group,0.9586798260161682,0.0,9,Memory Systems in Learning
pattern,1.0814022820103288,0.0,9,Memory Systems in Learning
conflicts,1.565521045103041,0.0,9,Memory Systems in Learning
collaboration,2.1549638766364563,0.0,9,Memory Systems in Learning
cw,2.3052417658546744,0.0,9,Memory Systems in Learning
conflict,2.5892379549210043,0.0,9,Memory Systems in Learning
attention,0.0,0.3760458157942651,9,Memory Systems in Learning
deliberation,0.0,0.377815166777842,9,Memory Systems in Learning
text,0.0,0.37803965745090157,9,Memory Systems in Learning
mitigation,0.0,0.37841807212735545,9,Memory Systems in Learning
example,0.0,0.3794363607293194,9,Memory Systems in Learning
structural,0.0,0.38185085852383693,9,Memory Systems in Learning
gaze,0.0,0.3828392613733903,9,Memory Systems in Learning
participants,0.0,0.3846729532027206,9,Memory Systems in Learning
turns,0.0,0.3942269519957616,9,Memory Systems in Learning
accurate,0.0,0.39692505034278314,9,Memory Systems in Learning
social,0.0,0.40113795959109155,9,Memory Systems in Learning
subjectivity,0.0,0.4047558857666634,9,Memory Systems in Learning
discourse,0.0,0.4048149686975155,9,Memory Systems in Learning
individuals,0.0,0.4074681810504653,9,Memory Systems in Learning
carried,0.0,0.4157010103231984,9,Memory Systems in Learning
independently,0.0,0.41625763636963165,9,Memory Systems in Learning
httner,0.0,0.4347475318604813,9,Memory Systems in Learning
organization,0.0,0.43713518971857385,9,Memory Systems in Learning
study,0.0,0.44033183707879703,9,Memory Systems in Learning
disaffiliation,0.0,0.4536689185671625,9,Memory Systems in Learning
